"indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long"
155,"SBCT","SID","SID RNAV EVMUK 1A RWY 15-3","EVSUP","15","CT122",14,329,"9",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EVMUK 1A RWY 15",-25.531944,-49.176111,-25.586383333,-49.360969444
155,"SBCT","SID","SID RNAV EVMUK 1A RWY 15-3","EVSUP","15","EVMUK",55.8,299,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EVMUK 1A RWY 15",-25.531944,-49.176111,-25.440308333,-49.5632
155,"SBCT","SID","SID RNAV EVMUK 1A RWY 15-3","EVSUP","15","EVSUP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EVMUK 1A RWY 15",-25.531944,-49.176111,-25.29075,-50.577325
156,"SBCT","SID","SID RNAV GILNO 1B RWY 33-1","GEGOB","33","PISTA(SBCT)",7,32,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-25.522191683527,-49.18273685387
156,"SBCT","SID","SID RNAV GILNO 1B RWY 33-1","GEGOB","33","CT151",15.5,334,"55",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-25.464594444,-49.294552778
156,"SBCT","SID","SID RNAV GILNO 1B RWY 33-1","GEGOB","33","CT154",33.5,335,NA,"12",NA,"Não",NA,NA,"Não",1,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-25.286502778,-49.50145
156,"SBCT","SID","SID RNAV GILNO 1B RWY 33-1","GEGOB","33","GILNO",49.6,35,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-24.890888889,-49.937241667
156,"SBCT","SID","SID RNAV GILNO 1B RWY 33-1","GEGOB","33","GEGOB",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-24.170208333,-50.386444444
157,"SBCT","SID","SID RNAV GILNO 1B RWY 33-2","PAPIP","33","PISTA(SBCT)",7,32,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-25.522191683527,-49.18273685387
157,"SBCT","SID","SID RNAV GILNO 1B RWY 33-2","PAPIP","33","CT151",15.5,334,"55",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-25.464594444,-49.294552778
157,"SBCT","SID","SID RNAV GILNO 1B RWY 33-2","PAPIP","33","CT154",33.5,335,NA,"12",NA,"Não",NA,NA,"Não",2,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-25.286502778,-49.50145
157,"SBCT","SID","SID RNAV GILNO 1B RWY 33-2","PAPIP","33","GILNO",44.6,313,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-24.890888889,-49.937241667
157,"SBCT","SID","SID RNAV GILNO 1B RWY 33-2","PAPIP","33","PAPIP",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GILNO 1B RWY 33",-25.531944,-49.176111,-24.596661111,-50.686597222
391,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-1","VUGUP","15","VUGUP",15.3,4,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-26.339252778,-49.812602778
391,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-1","VUGUP","15","CT143",13.2,4,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-26.098869444,-49.716791667
391,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-1","VUGUP","15","CT144",19,4,NA,NA,NA,"Sim","4","22","Não",1,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.890825,-49.634191667
391,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-1","VUGUP","15","DODLU",9.6,65,NA,"8",NA,"Não",NA,NA,"Não",1,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.591302778,-49.515838889
391,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-1","VUGUP","15","DODRA",NA,NA,"75",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.476477778,-49.391536111
392,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-2","PUNTO","15","PUNTO",22.1,113,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.5665,-50.05933333
392,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-2","PUNTO","15","CT142",7.4,112,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.586852778,-49.652952778
392,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-2","PUNTO","15","DODLU",9.6,65,NA,"8",NA,"Não",NA,NA,"Não",2,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.591302778,-49.515838889
392,"SBCT","STAR","STAR RNAV DODLU 1A RWY 15-2","PUNTO","15","DODRA",NA,NA,"75",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODLU 1A RWY 15",-25.531944,-49.176111,-25.476477778,-49.391536111
393,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-1","GEGOB","15","GEGOB",66.1,162,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-24.170208333,-50.386444444
393,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-1","GEGOB","15","DALIG",14.5,162,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.042116667,-49.644611111
393,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-1","GEGOB","15","CT139",7.7,162,"9",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.232813889,-49.480386111
393,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-1","GEGOB","15","SIBUM",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.334333333,-49.392666667
394,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-2","PAPIP","15","PAPIP",62.8,135,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-24.596661111,-50.686597222
394,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-2","PAPIP","15","DALIG",14.5,162,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.042116667,-49.644611111
394,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-2","PAPIP","15","CT139",7.7,162,"9",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.232813889,-49.480386111
394,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-2","PAPIP","15","SIBUM",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.334333333,-49.392666667
395,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-3","UMGUL","15","UMGUL",64.7,196,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-23.743813889,-49.535811111
395,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-3","UMGUL","15","CT136",1.3,196,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-24.822444444,-49.439161111
395,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-3","UMGUL","15","CT137",12.7,196,"9",NA,NA,"Sim","16","196","Não",3,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-24.993594444,-49.423661111
395,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-3","UMGUL","15","CT138",7.8,196,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.204819444,-49.404469444
395,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-3","UMGUL","15","SIBUM",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.334333333,-49.392666667
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","RAXIT",45.8,244,NA,NA,NA,"Não",NA,NA,"Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-24.420525,-47.691416667
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","EKAPU",1.8,265,"2","22",NA,"Não",NA,NA,"Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-24.980036111,-48.264258333
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","CT131",13,265,NA,"18",NA,"Não",NA,NA,"Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.059452778,-48.441502778
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","CT132",8.2,265,NA,NA,NA,"Sim","85","265","Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.155422222,-48.656144444
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","CT133",1.4,287,NA,"11",NA,"Não",NA,NA,"Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.215194444,-48.791336111
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","CT134",15.3,266,NA,NA,NA,"Não",NA,NA,"Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.226380556,-48.982316667
396,"SBCT","STAR","STAR RNAV DALIG 1A - RAXIT 1A - UMGUL 1A RWY 15-4","RAXIT","15","SOVTA",NA,NA,"75",NA,NA,"Não",NA,NA,"Não",4,"STAR RNAV DALIG 1A - RAXIT 1A -",-25.531944,-49.176111,-25.332655556,-49.237102778
397,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-1","PAPIP","33","PAPIP",6.8,147,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-24.596661111,-50.686597222
397,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-1","PAPIP","33","CT167",15.4,147,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.206036111,-49.793713889
397,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-1","PAPIP","33","CT166",11.8,147,"15",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.359563889,-49.565852778
397,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-1","PAPIP","33","DODRA",13.2,155,"13",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.476477778,-49.391536111
397,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-1","PAPIP","33","CT164",8,155,"9",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.631886111,-49.217830556
397,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-1","PAPIP","33","ALGUD",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.725572222,-49.112766667
398,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-2","GEGOB","33","GEGOB",65.4,159,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-24.170208333,-50.386444444
398,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-2","GEGOB","33","CT168",16.5,159,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-24.997,-49.603672222
398,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-2","GEGOB","33","CT138",16.3,198,NA,NA,NA,"Sim","16","196","Não",2,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.204819444,-49.404469444
398,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-2","GEGOB","33","DODRA",13.2,155,"13",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.476477778,-49.391536111
398,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-2","GEGOB","33","CT164",8,155,"9",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.631886111,-49.217830556
398,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-2","GEGOB","33","ALGUD",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.725572222,-49.112766667
399,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-3","UMGUL","33","UMGUL",64.7,196,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-23.743813889,-49.535811111
399,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-3","UMGUL","33","CT136",23,196,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-24.822444444,-49.439161111
399,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-3","UMGUL","33","CT138",16.3,198,NA,NA,NA,"Sim","16","196","Não",3,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.204819444,-49.404469444
399,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-3","UMGUL","33","DODRA",13.2,155,"13",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.476477778,-49.391536111
399,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-3","UMGUL","33","CT164",8,155,"9",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.631886111,-49.217830556
399,"SBCT","STAR","STAR RNAV DODRA 1B RWY 33-3","UMGUL","33","ALGUD",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV DODRA 1B RWY 33",-25.531944,-49.176111,-25.725572222,-49.112766667
400,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-1","PUNTO","33","PUNTO",4.4,144,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.5665,-50.05933333
400,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-1","PUNTO","33","CT163",2.2,144,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.607475,-49.991963889
400,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-1","PUNTO","33","CT162",18.9,144,"16",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.796580556,-49.682869444
400,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-1","PUNTO","33","MUBOM",21.2,66,NA,"11",NA,"Sim","66","246","Não",1,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.972647222,-49.393108333
400,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-1","PUNTO","33","ALGUD",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.725572222,-49.112766667
401,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-2","VUGUP","33","VUGUP",11.9,66,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-26.339252778,-49.812602778
401,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-2","VUGUP","33","CT161",19.6,66,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-26.201311111,-49.654247222
401,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-2","VUGUP","33","MUBOM",21.2,66,NA,"11",NA,"Sim","66","246","Não",2,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.972647222,-49.393108333
401,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-2","VUGUP","33","ALGUD",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.725572222,-49.112766667
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","RAXIT",45.8,244,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-24.420525,-47.691416667
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","EKAPU",12,244,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-24.980036111,-48.264258333
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","LIVEG",1.4,248,NA,"18",NA,"Não",NA,NA,"Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.125975,-48.414997222
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","LOKEP",18.1,248,NA,"15",NA,"Não",NA,NA,"Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.244619444,-48.555880556
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","UKMAS",6.3,248,"9",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.449397222,-48.800138889
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","GATUV",5.4,248,"8",NA,NA,"Sim","68","248","Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.520794444,-48.885633333
402,"SBCT","STAR","STAR RNAV MUBOM 1B - RAXIT 1B RWY 33-3","RAXIT","33","EDSUR",NA,NA,"7",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV MUBOM 1B - RAXIT 1B R",-25.531944,-49.176111,-25.581411111,-48.95835
158,"SBGR","SID","SID OMNI RWY 10L 10R-1","PISTA(SBGR)","10L 10R","PISTA(SBGR)",NA,95,"3",NA,NA,"Não",NA,NA,"Não",1,"SID OMNI 10L 10R",-23.435556,-46.473056,-23.43227,-46.46948
158,"SBGR","SID","SID OMNI RWY 10L 10R-1","PISTA(SBGR)","10L 10R","PISTA(SBGR)",NA,275,"3",NA,NA,"Não",NA,NA,"Não",1,"SID OMNI 10L 10R",-23.435556,-46.473056,-23.43227,-46.46948
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","PISTA(SBGR)",5.2,278,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.189227778,-45.385866667
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","ISNAP",6.1,276,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.460033333,-46.578138889
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","GR48",17.7,276,"6",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.487431,-46.684658
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","AKRER",9.3,276,NA,"8",NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.566514,-46.993986
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","GR219",12.2,336,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.607969444,-47.157255556
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","GR49",1,336,"9",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.464386,-47.31444
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","GR51",4.9,336,NA,"1",NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.346578,-47.44333
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","GR52",9.5,336,NA,"11",NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.288811,-47.55958
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","LESSA",51.7,294,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.176422222,-47.62815
158,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-1","EGEVA","28R   28L","EGEVA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.139760775,-48.561440234
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","PISTA(SBGR)",5.2,278,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.189227778,-45.385866667
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","ISNAP",6.1,276,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.460033333,-46.578138889
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","GR48",17.7,276,"6",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.487431,-46.684658
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","AKRER",9.3,276,NA,"8",NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.566514,-46.993986
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","GR219",12.2,336,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.607969444,-47.157255556
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","GR49",1,336,"9",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.464386,-47.31444
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","GR51",4.9,336,NA,"1",NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.346578,-47.44333
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","GR52",9.5,336,NA,"11",NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.288811,-47.55958
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","LESSA",26.7,277,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.176422222,-47.62815
159,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-2","ASETA","28R   28L","ASETA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.285666667,-48.095666667
160,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-3","SOVSI","28R   28L","PISTA(SBGR)",5.2,278,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.189227778,-45.385866667
160,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-3","SOVSI","28R   28L","ISNAP",6.1,276,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.460033333,-46.578138889
160,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-3","SOVSI","28R   28L","GR48",17.7,276,"6",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.487431,-46.684658
160,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-3","SOVSI","28R   28L","AKRER",9.3,276,NA,"8",NA,"Não",NA,NA,"Não",3,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.566514,-46.993986
160,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-3","SOVSI","28R   28L","GR219",34.4,232,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-23.607969444,-47.157255556
160,"SBGR","SID","SID RNAV AKRER 1A RWY 28R   28L-3","SOVSI","28R   28L","SOVSI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV AKRER 1A RWY 28R   28L",-23.435556,-46.473056,-24.105491667,-47.472188889
